order_id,order_date,customer_id,product_name,product_category,quantity,unit_price,country,invoice_status
ORD-2024-100563,2024-12-06,C1039,Desk Lamp,Home Office,3,31.14,Netherlands,Processing
ORD-2024-100564,2024-03-31,C1121,Noise-Canceling Headphones,Electronics,3,147.49,Spain,Completed
ORD-2025-100565,not available,C1077,Resistance Bands,Wellness,-2,12.89,France,Returned
ORD-2024-100566,2024-10-16,C1042,Reusable Water Bottle,Kitchen,1,21.97,Germany,Processing
ORD-2024-100567,2024-06-26,C1113,Desk Lamp,Home Office,-2,31.06,Canada,Returned
ORD-2024-100568,2024-01-06,C1008,Gel Pen Pack,Stationery,1,0,Netherlands,Completed
ORD-2024-100569,2024-02-25,C1056,Yoga Mat,Wellness,3,24.2,Spain,Processing
ORD-2025-100570,2025-03-28,C1044,Noise-Canceling Headphones,Electronics,2,144.88,Spain,Completed
ORD-2025-100571,2025-02-28,C1083,USB-C Hub,Electronics,2,44.36,France,Returned
ORD-2024-100572,2024-08-19,C1037,Noise-Canceling Headphones,Electronics,1,143.47,Canada,Completed
ORD-2024-100573,2024-02-23,C1048,Ergonomic Chair,Home Office,1,197.33,Germany,Completed
ORD-2024-100574,2024-02-17,C1114,Planner,Stationery,2,20.62,United States,Completed
ORD-2024-100575,2024-11-30,C1020,Notebook Set,Stationery,1,14.51,Germany,Completed
ORD-2024-100576,2024-04-15,C1070,Standing Desk Mat,Home Office,-2,43.78,Netherlands,Processing
ORD-2024-100577,2024-05-24,C1050,Reusable Water Bottle,Kitchen,1,19.33,Italy,Completed
ORD-2024-100578,2024-01-28,C1037,Noise-Canceling Headphones,Electronics,2,127.17,Italy,Cancelled
ORD-2024-100579,2024-02-19,C1037,Desk Lamp,Home Office,1,31.09,Italy,Completed
ORD-2024-100580,2024-02-29,,Resistance Bands,Wellness,2,14.53,Netherlands,Cancelled
ORD-2024-100581,2024-11-24,C1113,USB-C Hub,Electronics,2,36.21,Canada,Completed
ORD-2024-100582,2024-08-16,C1033,Noise-Canceling Headphones,Electronics,1,127.64,Netherlands,Completed
ORD-2024-100583,01-02-2024,C1012,Travel Mug,Kitchen,1,17.47,Canada,Completed
ORD-2024-100584,2024-10-04,C1029,Yoga Mat,Wellness,2,30.15,United States,Completed
ORD-2024-100585,2024-07-17,C1068,Resistance Bands,Wellness,4,14.62,Italy,Cancelled
ORD-2025-100586,2025-03-27,C1050,Travel Mug,Kitchen,1,15.5,United States,Processing
ORD-2024-100587,2024-10-19,C1086,Planner,Stationery,-1,19.62,United Kingdom,Returned
ORD-2025-100588,2025-01-22,C1021,USB-C Hub,Electronics,2,45.38,France,Completed
ORD-2024-100589,2024-01-22,C1055,Noise-Canceling Headphones,Electronics,2,149.03,United Kingdom,Completed
ORD-2024-100590,2024-10-31,C1117,Resistance Bands,Wellness,1,16.84,Germany,Completed
ORD-2024-100591,2024-10-11,C1035,Notebook Set,Stationery,2,12.31,Italy,Completed
ORD-2025-100592,03/23/2025,C1075,Air Purifier Filter,Wellness,1,32.86,Spain,Completed
ORD-2024-100593,2024-07-31,C1074,USB-C Hub,Electronics,1,40.79,Germany,Returned
ORD-2024-100594,2024-02-24,C1036,Air Purifier Filter,Wellness,3,27.29,Canada,Completed
ORD-2024-100595,2024-07-29,C1073,Air Purifier Filter,Wellness,1,32.44,Italy,Completed
ORD-2024-100596,2024-03-29,C1077,Wireless Mouse,Electronics,1,22.32,Spain,Cancelled
ORD-2024-100597,2024-07-21,C1030,Wireless Mouse,Electronics,5,23.73,Italy,Completed
ORD-2024-100598,2024-05-17,C1104,Air Purifier Filter,Wellness,-1,26.54,Netherlands,Returned
ORD-2025-100599,2025-03-07,C1012,Ergonomic Chair,Home Office,2,231.89,United Kingdom,Completed
ORD-2025-100600,2025-01-15,C1034,Ergonomic Chair,Home Office,2,240.41,Spain,Processing
ORD-2024-100601,2024-11-26,C1116,Travel Mug,Kitchen,1,16.21,Italy,Completed
ORD-2024-100602,2024-09-21,C1065,Yoga Mat,Wellness,5,30.7,Germany,Completed
ORD-2024-100603,2024-12-29,C1108,Ergonomic Chair,Home Office,2,195.06,United States,Cancelled
ORD-2024-100604,2024-04-08,C1007,Noise-Canceling Headphones,Electronics,5,118.32,United States,Completed
ORD-2024-100605,2024-01-26,C1035,Gel Pen Pack,Stationery,-1,9.01,Italy,Returned
ORD-2024-100606,2024-07-22,C1003,Planner,Stationery,3,15.97,Canada,Completed
ORD-2024-100607,2024-10-31,C1060,Gel Pen Pack,Stationery,2,9.66,Canada,Completed
ORD-2024-100608,2024-03-24,C1106,Standing Desk Mat,Home Office,5,41.74,Germany,Cancelled
ORD-2024-100609,2024-01-15,,Ergonomic Chair,Home Office,2,196.85,France,Returned
ORD-2024-100012,2024-11-23,C1041,Ergonomic Chair,Home Office,3,200.58,United States,Returned
ORD-2024-100088,2024-08-13,C1034,Ergonomic Chair,Home Office,1,204.92,Canada,Completed
ORD-2024-100144,2024-06-10,C1098,USB-C Hub,Electronics,1,35.38,United States,Completed
ORD-2025-100233,2025-02-01,C1104,Air Purifier Filter,Wellness,2,33.11,United Kingdom,Completed
ORD-2025-100377,2025-01-27,,Travel Mug,Kitchen,-1,18.43,Germany,Returned
ORD-2024-100509,2024-08-10,C1007,USB-C Hub,Electronics,1,41.34,United Kingdom,Completed
ORD-2024-100580,2024-02-29,,Resistance Bands,Wellness,2,14.53,Netherlands,Cancelled
